ForecastID,Confirmed,Deaths
0,126650.1612065083,2187.532433506634
1,5359.692624796799,36.91671477596157
2,204958.2277997671,5145.2652704628445
3,61816.23231550535,788.6856802386568
4,731511.59748824,13265.203864019777
5,58103.11220790216,1948.9456567691902
6,52668.604215626016,4463.671921116937
7,17631.5543224376,607.9900294949248
8,641106.6608942596,11642.739290456284
9,278062.67260603834,5701.307364525787
10,8525.88674439704,60.1635780879449
11,33219.36178476603,366.0472787852425
12,237779.66914193067,8248.087096422882
13,94666.28681117845,3315.1678220193435
14,62927.919187308995,1118.599288513249
15,42367.70220867841,456.35344069329597
16,48848.08105849317,934.3906415333308
17,151534.23629370297,5025.754404207052
18,4500.14089780065,132.80074740972742
19,109500.37431252944,3770.206871825867
20,128888.0743445321,9047.537224501017
21,113441.4886567614,6740.545609837867
22,75681.53186397858,1876.6200542158222
23,84529.15285188687,2504.181774442922
24,85943.42728835743,1537.6088719549236
25,7454.069979004141,106.08516574433114
26,34342.79624745794,397.1851048644226
27,71183.31026374818,1345.5838562069332
28,7294.308282507927,430.88702069433856
29,192537.74227925867,15929.790500679901
30,25677.667729451226,782.3332325432411
31,435022.34794158733,32898.5027783986
32,167620.12408985326,2745.304544331995
33,11471.234483277132,146.3707587662887
34,124117.55004831348,4184.491431034854
35,59191.290025495575,808.9541441804664
36,27260.59410349192,463.02733531283576
37,139885.80652125506,7680.20464046985
38,22007.592384998556,1046.3299719333554
39,120088.18677368964,2785.0915300925403
40,12648.364652664792,169.44241639298727
41,157238.39305679218,1778.002031612116
42,650388.7255445995,13435.83122552858
43,52427.07721754994,419.06293696689164
44,1619.6154377818114,58.206938614764304
45,121736.36611289838,2576.3890920171657
46,75956.64362792991,1957.731453847089
47,10284.82350802462,212.54548657509068
48,76756.08422849559,1134.8228042178741
49,3899.4241061963694,38.34689837886502
50,127742.73936195485,2212.331951777224
51,5427.566285172515,37.383327802658066
52,205760.39589781227,5210.340066966919
53,62390.68255318382,800.2677156315265
54,739242.9705921044,13426.926499494946
55,58414.83669696623,1956.325281955029
56,52788.978298751084,4473.402831970083
57,17704.47629905711,607.9060389064032
58,645692.0095164436,11804.898755845408
59,280889.0832217163,5771.701290000764
60,8745.94576177665,61.4669104191143
61,33607.275113037285,373.1398095889691
62,239582.47112212155,8284.965233334184
63,95482.84055910529,3335.58501932042
64,63539.26259972866,1129.789917678352
65,42938.921271477055,460.685201496491
66,49477.209284714125,942.3638730688446
67,152607.49985792686,5069.884437428286
68,4517.950392709694,133.16925435893805
69,110033.58868727884,3779.957797055075
70,129159.5331281641,9088.925808834156
71,114220.38026843347,6752.420492025662
72,76282.26541224017,1888.4003263238956
73,85420.88107509777,2538.967952422444
74,87100.66228585233,1545.552341789401
75,7574.254548962704,107.56042525251304
76,34606.202038274045,399.85621952131726
77,71737.3711417617,1367.277799645689
78,7328.039851266767,433.2476094314959
79,192776.9732882045,15939.543363005094
80,25846.451681976207,787.4656424249496
81,435686.1677294642,32881.55978291353
82,168973.43921021832,2777.2253043503665
83,11638.846329988222,148.2472802143335
84,125174.84385949928,4219.719971522458
85,59909.377041781256,820.3279479552301
86,27502.053343930507,468.0709223106337
87,140526.2155304842,7720.565670628219
88,22096.405331419726,1047.1890695724028
89,120946.8792652815,2823.3527473871886
90,12786.794141995688,170.9584683770882
91,158803.85830641657,1802.0596093736444
92,657535.7126205899,13669.746392252828
93,52778.613408537174,423.4756669529918
94,1624.6821040104041,58.024185101623914
95,122574.9576916516,2593.613578252753
96,76480.81237702283,1968.5052336792385
97,10407.943961012528,215.6370534399831
98,77512.29803629147,1142.5892410401864
99,3935.7355594102937,39.050753723865185
100,129059.23898391218,2232.414263337003
101,5496.305888937212,37.69860975325544
102,206671.4261836542,5263.100944756688
103,63048.942679068256,811.0778648989865
104,746568.2390857146,13574.37374770694
105,58774.81122319457,1960.097365361231
106,52879.33147687174,4477.334878686811
107,17781.4133355582,608.3015329188315
108,650833.7591000086,11970.006397681105
109,283713.30676771683,5837.130665947682
110,8976.754981898555,62.87044680029675
111,34030.635702602594,378.99524677236474
